,symbol,lexpressionChangeLogFc,pValue,crResult,measurementMethod,measurementType,restrictionPercent,restrictionTime,age,organism,line,sex,tissue,experimentNumber,doi,expressionChangePercent,isoform
3156,Tenm4,-1.379,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3157,Azgp1,-5.007,0.012,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3158,Cnr1,-1.033,0.006,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3159,Cercam,-0.803,0.030,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3160,Cyp51,2.523,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3161,Myo1d,-0.561,0.014,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3162,Vasn,-1.035,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3163,2310044G17Rik,0.599,0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3164,Tril,-0.657,0.026,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3165,C230081A13Rik,-0.712,0.003,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3166,Ces2g,-0.919,0.002,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3167,Wee1,0.79,0.007,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3168,Cry1,1.148,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3169,Teddm1,7.836,0.023,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3170,5033411D12Rik,1.637,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3171,Tpmt,0.906,0.037,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3172,Slc38a3,-2.749,0.032,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3173,Dusp10,-1.347,0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3174,Setd1b,-0.547,0.012,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3175,Tgfb3,-1.125,0.007,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3176,Bcl2l15,5.124,0.026,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3177,Daam1,-0.696,0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3178,Apln,-1.059,0.038,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3179,Lcn5,8.02,0.023,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3180,Snx33,-0.973,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3181,D430019H16Rik,-2.443,0.003,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3182,Chrnb2,1.555,0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3183,Adam15,-0.551,0.034,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3184,Rarres2,-1.378,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3185,Csf1,-0.803,0.015,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3186,Insig1,1.762,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3187,Cyp4v3,-0.962,0.002,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3188,Pon1,-3.023,0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3189,Arl2,0.758,0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3190,Rnase10,7.805,0.006,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3191,Ntn4,-0.635,0.026,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3192,Ebf1,-0.751,0.013,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3193,Htra1,-0.59,0.046,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3194,Tmem147,0.784,0.003,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3195,Emp1,-1.435,0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3196,2900026A02Rik,-0.565,0.030,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3197,Mzt1,0.665,0.029,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3198,Fam43a,-0.568,0.025,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3199,Ahsg,-6.078,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3200,Dock8,-1.035,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3201,Plxnd1,-0.864,0.007,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3202,Gm7120,0.867,0.046,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3203,Lyrm5,0.593,0.016,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3204,Mvd,1.5,0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3205,Frmd6,-0.563,0.021,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3206,Ankrd44,-0.613,0.027,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3207,Ccdc57,1.048,0.008,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3208,Cml2,-6.362,0.007,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3209,Gnb4,-0.996,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3210,Sema4c,-0.563,0.035,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3211,Apoh,-7.485,0.007,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3212,Lamb2,-0.656,0.022,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3213,Me1,2.489,0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3214,Col6a6,-1.08,0.039,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3215,Mup3,-5.74,0.003,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3216,Lrrc61,-1.048,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3217,Adcy10,2.72,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3218,Slc44a2,-0.685,0.026,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3219,Dusp3,-0.538,0.023,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3220,Adamtsl4,-0.751,0.033,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3221,C7,-1.355,0.009,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3222,Elovl4,3.569,0.036,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3223,Gm6792,7.587,0.008,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3224,Lcn9,8.717,0.029,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3225,Cryba4,6.394,0.030,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3226,Lasp1,-0.766,0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3227,Ifi27l2a,-2.308,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3228,Ldhd,1.698,0.011,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3229,Chchd4,0.701,0.017,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3230,Ptk2b,-0.529,0.009,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3231,Apoe,-0.886,0.014,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3232,Ddo,1.264,0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3233,Ltbp3,-0.498,0.046,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3234,Ly6g5b,7.281,0.008,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3235,Mup20,-11.005,0.007,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3236,Acly,2.901,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3237,Prkce,1.064,0.006,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3238,Cox7c,0.891,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3239,Eln,-1.17,0.012,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3240,Serpina1b,-7.628,0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3241,Akap2,-0.634,0.035,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3242,Daam2,-0.953,0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3243,Ndufb9,1.024,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3244,Il27ra,-1.441,0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3245,Abcg4,-1.258,0.026,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3246,Map1s,-0.623,0.034,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3247,Slc6a13,-1.74,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3248,Supt3,0.937,0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3249,Anxa1,-0.63,0.034,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3250,Slc38a5,5.59,0.015,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3251,Dusp18,0.823,0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3252,Lss,2.197,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3253,Rhoc,-0.519,0.024,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3254,Tm7sf2,1.629,0.002,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3255,Arhgef10,-0.769,0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3256,Sfrp5,-3.855,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3257,Prr12,-0.505,0.044,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3258,Gls2,-2.326,0.009,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3259,Spink12,8.366,0.036,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3260,Lbp,-0.924,0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3261,Recql4,2.344,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3262,Trp63,1.743,0.006,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3263,Angptl3,-1.976,0.023,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3264,Mpzl2,2.159,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3265,Cst12,8.675,0.035,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3266,Bag1,1.065,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3267,Arhgap18,-0.7,0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3268,Cd248,-0.977,0.018,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3269,Grhpr,0.835,0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3270,Eri2,1.297,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3271,Lgals9,-0.673,0.022,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3272,Ogn,-1.018,0.003,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3273,Rdh11,1.913,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3274,Rad50,-0.652,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3275,4930471I20Rik,2.319,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3276,Spink5,6.787,0.017,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3277,Rbm28,-0.597,0.006,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3278,Ephx3,-1.355,0.003,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3279,Ppp1r18,-0.622,0.035,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3280,Adi1,0.646,0.008,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3281,Rhcg,7.634,0.016,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3282,Mrpl30,0.806,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3283,Map1a,-0.864,0.012,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3284,Nudt12,0.826,0.025,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3285,Acsl1,1.297,0.011,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3286,Heyl,-0.841,0.005,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3287,Parm1,2.091,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3288,Rara,-0.6,0.035,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3289,C130026I21Rik,-2.389,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3290,Zfp532,-0.557,0.015,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3291,Gm1110,7.568,0.007,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3292,Ndufb6,0.937,0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3293,Adora1,1.262,0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3294,Cyp2j5,-8.923,0.002,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3295,Gramd4,-0.817,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3296,Svip,0.709,0.012,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3297,Gm7609,-1.091,0.023,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3298,Ndufa10,0.962,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3299,Col6a3,-0.871,0.029,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3300,Trim16,-0.845,0.010,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3301,Unc5a,1.505,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3302,Hc,-5.321,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3303,Pcdh19,-0.734,0.023,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3304,Proz,-2.461,0.016,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3305,Acot2,0.801,0.007,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3306,Chac1,1.212,0.002,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3307,Ido1,5.422,0.024,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3308,Slmo2,0.806,0.003,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3309,Maml2,-0.702,0.004,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3310,Itgb5,-0.645,0.023,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3311,Fam150b,-1.324,0.005,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3312,Zfp648,5.957,0.034,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3313,Adamts5,-1.667,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3314,Nes,-0.858,0.018,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3315,Slc25a1,2.266,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3316,Tfr2,-2.445,0.013,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3317,Icam2,-0.766,0.023,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3318,Tmem50b,0.601,0.007,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3319,Thrsp,2.123,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3320,Anxa5,-0.683,0.003,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3321,Mybph,1.215,0.003,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3322,Lcn8,8.751,0.023,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3323,Serpinc1,-6.351,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3324,Taok3,-0.693,0.008,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3325,Aldob,-4.254,0.022,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3326,Tnrc18,-0.721,0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3327,Fbxo44,1.069,0.002,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3328,Sccpdh,0.776,0.003,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3329,Lipg,2.83,0.025,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3330,1110059M19Rik,-3.248,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3331,Ppp1r3d,-0.827,0.014,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3332,2700081O15Rik,-0.676,0.009,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3333,Syp,-1.728,<0.001,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3334,Spire1,0.838,0.003,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3335,Lrrk1,-0.59,0.023,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3336,4930506C21Rik,1.872,<0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3337,Mall,-0.876,0.009,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3338,Meox1,-1.091,0.013,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3339,Uhrf1bp1l,0.492,0.023,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
